Financial Ratio Edge Case Log
============================================================

ROE | ABB | Dec 2012 | Computed=22.41 | Source=34.90 | Difference=12.49 | Category=DATA_SOURCE_ISSUE
ROCE | HAL | Mar 2020 | Computed=3782.14 | Source=38.90 | Difference=3743.24 | Category=FORMULA_DISCREPANCY
ROE | HAL | Mar 2021 | Computed=2249.31 | Source=28.90 | Difference=2220.41 | Category=DATA_SOURCE_ISSUE
ROCE | HAL | Mar 2021 | Computed=3800.67 | Source=38.90 | Difference=3761.77 | Category=FORMULA_DISCREPANCY
ROE | HAL | Mar 2022 | Computed=3324.18 | Source=28.90 | Difference=3295.28 | Category=DATA_SOURCE_ISSUE
ROCE | HAL | Mar 2022 | Computed=3882.42 | Source=38.90 | Difference=3843.52 | Category=FORMULA_DISCREPANCY
ROE | HAL | Mar 2023 | Computed=3283.05 | Source=28.90 | Difference=3254.15 | Category=DATA_SOURCE_ISSUE
ROCE | HAL | Mar 2023 | Computed=3723.66 | Source=38.90 | Difference=3684.76 | Category=FORMULA_DISCREPANCY
ROE | HAL | Mar 2024 | Computed=3816.58 | Source=28.90 | Difference=3787.68 | Category=DATA_SOURCE_ISSUE
ROCE | HAL | Mar 2024 | Computed=3617.39 | Source=38.90 | Difference=3578.49 | Category=FORMULA_DISCREPANCY
ROE | HAVELLS | Mar 2013 | Computed=40.29 | Source=18.00 | Difference=22.29 | Category=DATA_SOURCE_ISSUE
ROCE | HAVELLS | Mar 2013 | Computed=36.96 | Source=24.40 | Difference=12.56 | Category=FORMULA_DISCREPANCY
ROE | HAVELLS | Mar 2014 | Computed=26.77 | Source=18.00 | Difference=8.77 | Category=DATA_SOURCE_ISSUE
ROCE | HAVELLS | Mar 2014 | Computed=29.85 | Source=24.40 | Difference=5.45 | Category=FORMULA_DISCREPANCY
ROCE | HAVELLS | Mar 2015 | Computed=35.82 | Source=24.40 | Difference=11.42 | Category=FORMULA_DISCREPANCY
ROE | HAVELLS | Mar 2016 | Computed=42.95 | Source=18.00 | Difference=24.95 | Category=DATA_SOURCE_ISSUE
ROCE | HAVELLS | Mar 2016 | Computed=55.20 | Source=24.40 | Difference=30.80 | Category=FORMULA_DISCREPANCY
ROCE | HAVELLS | Mar 2019 | Computed=30.59 | Source=24.40 | Difference=6.19 | Category=FORMULA_DISCREPANCY
ROCE | HAVELLS | Mar 2021 | Computed=31.17 | Source=24.40 | Difference=6.77 | Category=FORMULA_DISCREPANCY
ROE | HCLTECH | Jun 2013 | Computed=30.69 | Source=23.30 | Difference=7.39 | Category=DATA_SOURCE_ISSUE
ROCE | HCLTECH | Jun 2013 | Computed=42.31 | Source=29.60 | Difference=12.71 | Category=FORMULA_DISCREPANCY
ROE | HCLTECH | Jun 2014 | Computed=33.39 | Source=23.30 | Difference=10.09 | Category=DATA_SOURCE_ISSUE
ROCE | HCLTECH | Jun 2014 | Computed=42.36 | Source=29.60 | Difference=12.76 | Category=FORMULA_DISCREPANCY
ROE | HCLTECH | Jun 2015 | Computed=30.31 | Source=23.30 | Difference=7.01 | Category=DATA_SOURCE_ISSUE
ROCE | HCLTECH | Jun 2015 | Computed=38.65 | Source=29.60 | Difference=9.05 | Category=FORMULA_DISCREPANCY
ROCE | HCLTECH | Mar 2024 | Computed=34.71 | Source=29.60 | Difference=5.11 | Category=FORMULA_DISCREPANCY
ROE | HDFCLIFE | Mar 2013 | Computed=33.43 | Source=11.40 | Difference=22.03 | Category=DATA_SOURCE_ISSUE
ROE | HDFCLIFE | Mar 2014 | Computed=37.60 | Source=11.40 | Difference=26.20 | Category=DATA_SOURCE_ISSUE
ROE | HDFCLIFE | Mar 2015 | Computed=30.93 | Source=11.40 | Difference=19.53 | Category=DATA_SOURCE_ISSUE
ROE | HDFCLIFE | Mar 2016 | Computed=26.33 | Source=11.40 | Difference=14.93 | Category=DATA_SOURCE_ISSUE
ROE | HDFCLIFE | Mar 2017 | Computed=23.18 | Source=11.40 | Difference=11.78 | Category=DATA_SOURCE_ISSUE
ROE | HDFCLIFE | Mar 2018 | Computed=23.53 | Source=11.40 | Difference=12.13 | Category=DATA_SOURCE_ISSUE
ROE | HDFCLIFE | Mar 2019 | Computed=22.65 | Source=11.40 | Difference=11.25 | Category=DATA_SOURCE_ISSUE
ROE | HDFCLIFE | Mar 2020 | Computed=19.05 | Source=11.40 | Difference=7.65 | Category=DATA_SOURCE_ISSUE
ROE | HEROMOTOCO | Mar 2014 | Computed=37.38 | Source=22.00 | Difference=15.38 | Category=DATA_SOURCE_ISSUE
ROCE | HEROMOTOCO | Mar 2014 | Computed=367.97 | Source=29.10 | Difference=338.87 | Category=FORMULA_DISCREPANCY
ROE | HEROMOTOCO | Mar 2015 | Computed=36.15 | Source=22.00 | Difference=14.15 | Category=DATA_SOURCE_ISSUE
ROCE | HEROMOTOCO | Mar 2015 | Computed=361.91 | Source=29.10 | Difference=332.81 | Category=FORMULA_DISCREPANCY
ROE | HEROMOTOCO | Mar 2016 | Computed=35.23 | Source=22.00 | Difference=13.23 | Category=DATA_SOURCE_ISSUE
ROCE | HEROMOTOCO | Mar 2016 | Computed=265.27 | Source=29.10 | Difference=236.17 | Category=FORMULA_DISCREPANCY
ROE | HEROMOTOCO | Mar 2017 | Computed=34.37 | Source=22.00 | Difference=12.37 | Category=DATA_SOURCE_ISSUE
ROCE | HEROMOTOCO | Mar 2017 | Computed=227.30 | Source=29.10 | Difference=198.20 | Category=FORMULA_DISCREPANCY
ROE | HEROMOTOCO | Mar 2018 | Computed=31.09 | Source=22.00 | Difference=9.09 | Category=DATA_SOURCE_ISSUE
ROCE | HEROMOTOCO | Mar 2018 | Computed=222.46 | Source=29.10 | Difference=193.36 | Category=FORMULA_DISCREPANCY
ROCE | HEROMOTOCO | Mar 2019 | Computed=215.61 | Source=29.10 | Difference=186.51 | Category=FORMULA_DISCREPANCY
ROCE | HEROMOTOCO | Mar 2020 | Computed=169.58 | Source=29.10 | Difference=140.48 | Category=FORMULA_DISCREPANCY
ROCE | HEROMOTOCO | Mar 2021 | Computed=168.22 | Source=29.10 | Difference=139.12 | Category=FORMULA_DISCREPANCY
ROE | HEROMOTOCO | Mar 2022 | Computed=14.70 | Source=22.00 | Difference=7.30 | Category=DATA_SOURCE_ISSUE
ROCE | HEROMOTOCO | Mar 2022 | Computed=159.90 | Source=29.10 | Difference=130.80 | Category=FORMULA_DISCREPANCY
ROE | HEROMOTOCO | Mar 2023 | Computed=16.81 | Source=22.00 | Difference=5.19 | Category=DATA_SOURCE_ISSUE
ROCE | HEROMOTOCO | Mar 2023 | Computed=174.59 | Source=29.10 | Difference=145.49 | Category=FORMULA_DISCREPANCY
ROCE | HEROMOTOCO | Mar 2024 | Computed=177.92 | Source=29.10 | Difference=148.82 | Category=FORMULA_DISCREPANCY
ROCE | HINDALCO | Mar 2013 | Computed=78.57 | Source=11.30 | Difference=67.27 | Category=FORMULA_DISCREPANCY
ROCE | HINDALCO | Mar 2014 | Computed=75.63 | Source=11.30 | Difference=64.33 | Category=FORMULA_DISCREPANCY
ROE | HINDALCO | Mar 2015 | Computed=0.68 | Source=10.20 | Difference=9.52 | Category=DATA_SOURCE_ISSUE
ROCE | HINDALCO | Mar 2015 | Computed=89.37 | Source=11.30 | Difference=78.07 | Category=FORMULA_DISCREPANCY
ROE | HINDALCO | Mar 2016 | Computed=-1.73 | Source=10.20 | Difference=11.93 | Category=DATA_SOURCE_ISSUE
ROCE | HINDALCO | Mar 2016 | Computed=84.12 | Source=11.30 | Difference=72.82 | Category=FORMULA_DISCREPANCY
ROE | HINDALCO | Mar 2017 | Computed=4.09 | Source=10.20 | Difference=6.11 | Category=DATA_SOURCE_ISSUE
ROCE | HINDALCO | Mar 2017 | Computed=79.98 | Source=11.30 | Difference=68.68 | Category=FORMULA_DISCREPANCY
ROCE | HINDALCO | Mar 2018 | Computed=94.93 | Source=11.30 | Difference=83.63 | Category=FORMULA_DISCREPANCY
ROCE | HINDALCO | Mar 2019 | Computed=104.66 | Source=11.30 | Difference=93.36 | Category=FORMULA_DISCREPANCY
ROCE | HINDALCO | Mar 2020 | Computed=81.95 | Source=11.30 | Difference=70.65 | Category=FORMULA_DISCREPANCY
ROCE | HINDALCO | Mar 2021 | Computed=85.59 | Source=11.30 | Difference=74.29 | Category=FORMULA_DISCREPANCY
ROE | HINDALCO | Mar 2022 | Computed=17.56 | Source=10.20 | Difference=7.36 | Category=DATA_SOURCE_ISSUE
ROCE | HINDALCO | Mar 2022 | Computed=116.86 | Source=11.30 | Difference=105.56 | Category=FORMULA_DISCREPANCY
ROCE | HINDALCO | Mar 2023 | Computed=129.30 | Source=11.30 | Difference=118.00 | Category=FORMULA_DISCREPANCY
ROCE | HINDALCO | Mar 2024 | Computed=118.21 | Source=11.30 | Difference=106.91 | Category=FORMULA_DISCREPANCY
ROE | HINDUNILVR | Mar 2013 | Computed=134.00 | Source=20.20 | Difference=113.80 | Category=DATA_SOURCE_ISSUE
ROCE | HINDUNILVR | Mar 2013 | Computed=788.93 | Source=27.20 | Difference=761.73 | Category=FORMULA_DISCREPANCY
ROE | HINDUNILVR | Mar 2014 | Computed=111.85 | Source=20.20 | Difference=91.65 | Category=DATA_SOURCE_ISSUE
ROCE | HINDUNILVR | Mar 2014 | Computed=683.53 | Source=27.20 | Difference=656.33 | Category=FORMULA_DISCREPANCY
ROE | HINDUNILVR | Mar 2015 | Computed=108.67 | Source=20.20 | Difference=88.47 | Category=DATA_SOURCE_ISSUE
ROCE | HINDUNILVR | Mar 2015 | Computed=653.00 | Source=27.20 | Difference=625.80 | Category=FORMULA_DISCREPANCY
ROE | HINDUNILVR | Mar 2016 | Computed=63.15 | Source=20.20 | Difference=42.95 | Category=DATA_SOURCE_ISSUE
ROCE | HINDUNILVR | Mar 2016 | Computed=389.54 | Source=27.20 | Difference=362.34 | Category=FORMULA_DISCREPANCY
ROE | HINDUNILVR | Mar 2017 | Computed=66.58 | Source=20.20 | Difference=46.38 | Category=DATA_SOURCE_ISSUE
ROCE | HINDUNILVR | Mar 2017 | Computed=382.47 | Source=27.20 | Difference=355.27 | Category=FORMULA_DISCREPANCY
ROE | HINDUNILVR | Mar 2018 | Computed=71.79 | Source=20.20 | Difference=51.59 | Category=DATA_SOURCE_ISSUE
ROCE | HINDUNILVR | Mar 2018 | Computed=385.48 | Source=27.20 | Difference=358.28 | Category=FORMULA_DISCREPANCY
ROE | HINDUNILVR | Mar 2019 | Computed=77.03 | Source=20.20 | Difference=56.83 | Category=DATA_SOURCE_ISSUE
ROCE | HINDUNILVR | Mar 2019 | Computed=382.29 | Source=27.20 | Difference=355.09 | Category=FORMULA_DISCREPANCY
ROE | HINDUNILVR | Mar 2020 | Computed=82.10 | Source=20.20 | Difference=61.90 | Category=DATA_SOURCE_ISSUE
ROCE | HINDUNILVR | Mar 2020 | Computed=363.92 | Source=27.20 | Difference=336.72 | Category=FORMULA_DISCREPANCY
ROCE | HINDUNILVR | Mar 2021 | Computed=74.31 | Source=27.20 | Difference=47.11 | Category=FORMULA_DISCREPANCY
ROCE | HINDUNILVR | Mar 2022 | Computed=79.06 | Source=27.20 | Difference=51.86 | Category=FORMULA_DISCREPANCY
ROCE | HINDUNILVR | Mar 2023 | Computed=90.17 | Source=27.20 | Difference=62.97 | Category=FORMULA_DISCREPANCY
ROCE | HINDUNILVR | Mar 2024 | Computed=89.68 | Source=27.20 | Difference=62.48 | Category=FORMULA_DISCREPANCY
ROE | ICICIBANK | Mar 2016 | Computed=11.61 | Source=18.80 | Difference=7.19 | Category=DATA_SOURCE_ISSUE
ROE | ICICIBANK | Mar 2017 | Computed=10.84 | Source=18.80 | Difference=7.96 | Category=DATA_SOURCE_ISSUE
ROE | ICICIBANK | Mar 2018 | Computed=8.23 | Source=18.80 | Difference=10.57 | Category=DATA_SOURCE_ISSUE
ROE | ICICIBANK | Mar 2019 | Computed=4.98 | Source=18.80 | Difference=13.82 | Category=DATA_SOURCE_ISSUE
ROE | ICICIBANK | Mar 2020 | Computed=9.13 | Source=18.80 | Difference=9.67 | Category=DATA_SOURCE_ISSUE
ROE | ICICIBANK | Mar 2021 | Computed=12.92 | Source=18.80 | Difference=5.88 | Category=DATA_SOURCE_ISSUE
ROE | ICICIPRULI | Mar 2013 | Computed=38.25 | Source=8.07 | Difference=30.18 | Category=DATA_SOURCE_ISSUE
ROE | ICICIPRULI | Mar 2014 | Computed=35.61 | Source=8.07 | Difference=27.54 | Category=DATA_SOURCE_ISSUE
ROE | ICICIPRULI | Mar 2015 | Computed=31.15 | Source=8.07 | Difference=23.08 | Category=DATA_SOURCE_ISSUE
ROE | ICICIPRULI | Mar 2016 | Computed=31.00 | Source=8.07 | Difference=22.93 | Category=DATA_SOURCE_ISSUE
ROE | ICICIPRULI | Mar 2017 | Computed=26.26 | Source=8.07 | Difference=18.19 | Category=DATA_SOURCE_ISSUE
ROE | ICICIPRULI | Mar 2018 | Computed=24.63 | Source=8.07 | Difference=16.56 | Category=DATA_SOURCE_ISSUE
ROE | ICICIPRULI | Mar 2019 | Computed=16.58 | Source=8.07 | Difference=8.51 | Category=DATA_SOURCE_ISSUE
ROE | ICICIPRULI | Mar 2020 | Computed=14.79 | Source=8.07 | Difference=6.72 | Category=DATA_SOURCE_ISSUE
ROCE | INDIGO | Mar 2013 | Computed=54266.23 | Source=24.50 | Difference=54241.73 | Category=FORMULA_DISCREPANCY
ROCE | INDIGO | Mar 2014 | Computed=58086.96 | Source=24.50 | Difference=58062.46 | Category=FORMULA_DISCREPANCY
ROCE | INDIGO | Mar 2015 | Computed=39592.11 | Source=24.50 | Difference=39567.61 | Category=FORMULA_DISCREPANCY
ROCE | INDIGO | Mar 2016 | Computed=9458.52 | Source=24.50 | Difference=9434.02 | Category=FORMULA_DISCREPANCY
ROCE | INDIGO | Mar 2017 | Computed=10916.00 | Source=24.50 | Difference=10891.50 | Category=FORMULA_DISCREPANCY
ROCE | INDIGO | Mar 2018 | Computed=12989.61 | Source=24.50 | Difference=12965.11 | Category=FORMULA_DISCREPANCY
ROCE | INDIGO | Mar 2019 | Computed=13201.38 | Source=24.50 | Difference=13176.88 | Category=FORMULA_DISCREPANCY
ROCE | INDIGO | Mar 2020 | Computed=12479.53 | Source=24.50 | Difference=12455.03 | Category=FORMULA_DISCREPANCY
ROCE | INDIGO | Mar 2021 | Computed=2554.62 | Source=24.50 | Difference=2530.12 | Category=FORMULA_DISCREPANCY
ROCE | INDIGO | Mar 2022 | Computed=3833.08 | Source=24.50 | Difference=3808.58 | Category=FORMULA_DISCREPANCY
ROCE | INDIGO | Mar 2023 | Computed=6075.79 | Source=24.50 | Difference=6051.29 | Category=FORMULA_DISCREPANCY
ROCE | INDIGO | Mar 2024 | Computed=5643.45 | Source=24.50 | Difference=5618.95 | Category=FORMULA_DISCREPANCY
ROE | INDUSINDBK | Mar 2021 | Computed=6.54 | Source=15.20 | Difference=8.66 | Category=DATA_SOURCE_ISSUE
ROE | INDUSINDBK | Mar 2022 | Computed=9.67 | Source=15.20 | Difference=5.53 | Category=DATA_SOURCE_ISSUE
ROE | INFY | Mar 2013 | Computed=24.82 | Source=31.80 | Difference=6.98 | Category=DATA_SOURCE_ISSUE
ROE | INFY | Mar 2014 | Computed=23.93 | Source=31.80 | Difference=7.87 | Category=DATA_SOURCE_ISSUE
ROE | INFY | Mar 2015 | Computed=24.39 | Source=31.80 | Difference=7.41 | Category=DATA_SOURCE_ISSUE
ROE | INFY | Mar 2016 | Computed=21.85 | Source=31.80 | Difference=9.95 | Category=DATA_SOURCE_ISSUE
ROCE | INFY | Mar 2016 | Computed=32.71 | Source=40.00 | Difference=7.29 | Category=FORMULA_DISCREPANCY
ROE | INFY | Mar 2017 | Computed=20.81 | Source=31.80 | Difference=10.99 | Category=DATA_SOURCE_ISSUE
ROCE | INFY | Mar 2017 | Computed=31.39 | Source=40.00 | Difference=8.61 | Category=FORMULA_DISCREPANCY
ROE | INFY | Mar 2018 | Computed=24.69 | Source=31.80 | Difference=7.11 | Category=DATA_SOURCE_ISSUE
ROCE | INFY | Mar 2018 | Computed=34.09 | Source=40.00 | Difference=5.91 | Category=FORMULA_DISCREPANCY
ROE | INFY | Mar 2019 | Computed=23.73 | Source=31.80 | Difference=8.07 | Category=DATA_SOURCE_ISSUE
ROE | INFY | Mar 2020 | Computed=25.42 | Source=31.80 | Difference=6.38 | Category=DATA_SOURCE_ISSUE
ROE | INFY | Mar 2021 | Computed=25.44 | Source=31.80 | Difference=6.36 | Category=DATA_SOURCE_ISSUE
ROCE | INFY | Mar 2023 | Computed=45.20 | Source=40.00 | Difference=5.20 | Category=FORMULA_DISCREPANCY
ROE | IOC | Mar 2013 | Computed=5.75 | Source=25.44 | Difference=19.69 | Category=DATA_SOURCE_ISSUE
ROCE | IOC | Mar 2013 | Computed=11.37 | Source=21.31 | Difference=9.94 | Category=FORMULA_DISCREPANCY
ROE | IOC | Mar 2014 | Computed=10.26 | Source=25.44 | Difference=15.18 | Category=DATA_SOURCE_ISSUE
ROCE | IOC | Mar 2014 | Computed=13.69 | Source=21.31 | Difference=7.62 | Category=FORMULA_DISCREPANCY
ROE | IOC | Mar 2015 | Computed=7.08 | Source=25.44 | Difference=18.36 | Category=DATA_SOURCE_ISSUE
ROCE | IOC | Mar 2015 | Computed=12.29 | Source=21.31 | Difference=9.02 | Category=FORMULA_DISCREPANCY
ROE | IOC | Mar 2016 | Computed=13.80 | Source=25.44 | Difference=11.64 | Category=DATA_SOURCE_ISSUE
ROE | IOC | Mar 2017 | Computed=19.97 | Source=25.44 | Difference=5.47 | Category=DATA_SOURCE_ISSUE
ROE | IOC | Mar 2018 | Computed=19.87 | Source=25.44 | Difference=5.57 | Category=DATA_SOURCE_ISSUE
ROE | IOC | Mar 2019 | Computed=15.36 | Source=25.44 | Difference=10.08 | Category=DATA_SOURCE_ISSUE
ROE | IOC | Mar 2020 | Computed=-1.97 | Source=25.44 | Difference=27.41 | Category=DATA_SOURCE_ISSUE
ROCE | IOC | Mar 2020 | Computed=3.95 | Source=21.31 | Difference=17.36 | Category=FORMULA_DISCREPANCY
ROE | IOC | Mar 2021 | Computed=19.46 | Source=25.44 | Difference=5.98 | Category=DATA_SOURCE_ISSUE
ROE | IOC | Mar 2022 | Computed=19.27 | Source=25.44 | Difference=6.17 | Category=DATA_SOURCE_ISSUE
ROE | IOC | Mar 2023 | Computed=8.38 | Source=25.44 | Difference=17.06 | Category=DATA_SOURCE_ISSUE
ROCE | IOC | Mar 2023 | Computed=12.40 | Source=21.31 | Difference=8.91 | Category=FORMULA_DISCREPANCY
ROE | IRCTC | Mar 2015 | Computed=29.50 | Source=40.40 | Difference=10.90 | Category=DATA_SOURCE_ISSUE
ROE | IRCTC | Mar 2016 | Computed=34.87 | Source=40.40 | Difference=5.53 | Category=DATA_SOURCE_ISSUE
ROCE | IRCTC | Mar 2016 | Computed=60.70 | Source=53.80 | Difference=6.90 | Category=FORMULA_DISCREPANCY
ROE | IRCTC | Mar 2017 | Computed=29.10 | Source=40.40 | Difference=11.30 | Category=DATA_SOURCE_ISSUE
ROCE | IRCTC | Mar 2017 | Computed=48.41 | Source=53.80 | Difference=5.39 | Category=FORMULA_DISCREPANCY
ROE | IRCTC | Mar 2018 | Computed=23.14 | Source=40.40 | Difference=17.26 | Category=DATA_SOURCE_ISSUE
ROCE | IRCTC | Mar 2018 | Computed=39.06 | Source=53.80 | Difference=14.74 | Category=FORMULA_DISCREPANCY
ROE | IRCTC | Mar 2019 | Computed=28.85 | Source=40.40 | Difference=11.55 | Category=DATA_SOURCE_ISSUE
ROCE | IRCTC | Mar 2019 | Computed=47.53 | Source=53.80 | Difference=6.27 | Category=FORMULA_DISCREPANCY
ROCE | IRCTC | Mar 2020 | Computed=59.36 | Source=53.80 | Difference=5.56 | Category=FORMULA_DISCREPANCY
ROE | IRCTC | Mar 2021 | Computed=12.84 | Source=40.40 | Difference=27.56 | Category=DATA_SOURCE_ISSUE
ROCE | IRCTC | Mar 2021 | Computed=20.33 | Source=53.80 | Difference=33.47 | Category=FORMULA_DISCREPANCY
ROE | IRCTC | Mar 2022 | Computed=35.29 | Source=40.40 | Difference=5.11 | Category=DATA_SOURCE_ISSUE
ROCE | IRCTC | Mar 2022 | Computed=47.90 | Source=53.80 | Difference=5.90 | Category=FORMULA_DISCREPANCY
ROE | IRCTC | Mar 2024 | Computed=34.40 | Source=40.40 | Difference=6.00 | Category=DATA_SOURCE_ISSUE
ROCE | IRCTC | Mar 2024 | Computed=47.78 | Source=53.80 | Difference=6.02 | Category=FORMULA_DISCREPANCY
ROE | IRFC | Mar 2013 | Computed=8.16 | Source=13.70 | Difference=5.54 | Category=DATA_SOURCE_ISSUE
ROE | IRFC | Mar 2016 | Computed=7.37 | Source=13.70 | Difference=6.33 | Category=DATA_SOURCE_ISSUE
ROE | IRFC | Mar 2017 | Computed=7.78 | Source=13.70 | Difference=5.92 | Category=DATA_SOURCE_ISSUE
ROCE | ITC | Mar 2013 | Computed=51.90 | Source=34.76 | Difference=17.14 | Category=FORMULA_DISCREPANCY
ROCE | ITC | Mar 2014 | Computed=51.12 | Source=34.76 | Difference=16.36 | Category=FORMULA_DISCREPANCY
ROCE | ITC | Mar 2015 | Computed=48.37 | Source=34.76 | Difference=13.61 | Category=FORMULA_DISCREPANCY
ROE | ITC | Mar 2016 | Computed=22.26 | Source=29.47 | Difference=7.21 | Category=DATA_SOURCE_ISSUE
ROE | ITC | Mar 2017 | Computed=22.57 | Source=29.47 | Difference=6.90 | Category=DATA_SOURCE_ISSUE
ROE | ITC | Mar 2018 | Computed=21.89 | Source=29.47 | Difference=7.58 | Category=DATA_SOURCE_ISSUE
ROE | ITC | Mar 2019 | Computed=21.70 | Source=29.47 | Difference=7.77 | Category=DATA_SOURCE_ISSUE
ROE | ITC | Mar 2020 | Computed=23.89 | Source=29.47 | Difference=5.58 | Category=DATA_SOURCE_ISSUE
ROE | ITC | Mar 2021 | Computed=22.18 | Source=29.47 | Difference=7.29 | Category=DATA_SOURCE_ISSUE
ROCE | ITC | Mar 2023 | Computed=40.03 | Source=34.76 | Difference=5.27 | Category=FORMULA_DISCREPANCY
ROE | JINDALSTEL | Mar 2014 | Computed=8.39 | Source=14.10 | Difference=5.71 | Category=DATA_SOURCE_ISSUE
ROE | JINDALSTEL | Mar 2015 | Computed=-6.90 | Source=14.10 | Difference=21.00 | Category=DATA_SOURCE_ISSUE
ROCE | JINDALSTEL | Mar 2015 | Computed=6.11 | Source=13.20 | Difference=7.09 | Category=FORMULA_DISCREPANCY
ROE | JINDALSTEL | Mar 2016 | Computed=-9.52 | Source=14.10 | Difference=23.62 | Category=DATA_SOURCE_ISSUE
ROCE | JINDALSTEL | Mar 2016 | Computed=4.24 | Source=13.20 | Difference=8.96 | Category=FORMULA_DISCREPANCY
ROE | JINDALSTEL | Mar 2017 | Computed=-8.45 | Source=14.10 | Difference=22.55 | Category=DATA_SOURCE_ISSUE
ROCE | JINDALSTEL | Mar 2017 | Computed=5.73 | Source=13.20 | Difference=7.47 | Category=FORMULA_DISCREPANCY
ROE | JINDALSTEL | Mar 2018 | Computed=-5.32 | Source=14.10 | Difference=19.42 | Category=DATA_SOURCE_ISSUE
ROCE | JINDALSTEL | Mar 2018 | Computed=8.02 | Source=13.20 | Difference=5.18 | Category=FORMULA_DISCREPANCY
ROE | JINDALSTEL | Mar 2019 | Computed=-7.52 | Source=14.10 | Difference=21.62 | Category=DATA_SOURCE_ISSUE
ROE | JINDALSTEL | Mar 2020 | Computed=-1.24 | Source=14.10 | Difference=15.34 | Category=DATA_SOURCE_ISSUE
ROCE | JINDALSTEL | Mar 2021 | Computed=18.22 | Source=13.20 | Difference=5.02 | Category=FORMULA_DISCREPANCY
ROCE | JINDALSTEL | Mar 2022 | Computed=27.84 | Source=13.20 | Difference=14.64 | Category=FORMULA_DISCREPANCY
ROE | JSWENERGY | Mar 2013 | Computed=14.52 | Source=8.40 | Difference=6.12 | Category=DATA_SOURCE_ISSUE
ROCE | JSWENERGY | Mar 2013 | Computed=16.95 | Source=8.59 | Difference=8.36 | Category=FORMULA_DISCREPANCY
ROCE | JSWENERGY | Mar 2014 | Computed=18.44 | Source=8.59 | Difference=9.85 | Category=FORMULA_DISCREPANCY
ROE | JSWENERGY | Mar 2015 | Computed=18.06 | Source=8.40 | Difference=9.66 | Category=DATA_SOURCE_ISSUE
ROCE | JSWENERGY | Mar 2015 | Computed=22.72 | Source=8.59 | Difference=14.13 | Category=FORMULA_DISCREPANCY
ROE | JSWENERGY | Mar 2016 | Computed=15.05 | Source=8.40 | Difference=6.65 | Category=DATA_SOURCE_ISSUE
ROCE | JSWENERGY | Mar 2016 | Computed=17.78 | Source=8.59 | Difference=9.19 | Category=FORMULA_DISCREPANCY
ROCE | JSWENERGY | Mar 2017 | Computed=14.34 | Source=8.59 | Difference=5.75 | Category=FORMULA_DISCREPANCY
ROE | JSWENERGY | Mar 2018 | Computed=0.77 | Source=8.40 | Difference=7.63 | Category=DATA_SOURCE_ISSUE
ROCE | JSWENERGY | Mar 2019 | Computed=14.54 | Source=8.59 | Difference=5.95 | Category=FORMULA_DISCREPANCY
ROCE | JSWENERGY | Mar 2020 | Computed=15.51 | Source=8.59 | Difference=6.92 | Category=FORMULA_DISCREPANCY
ROCE | JSWENERGY | Mar 2021 | Computed=13.82 | Source=8.59 | Difference=5.23 | Category=FORMULA_DISCREPANCY
ROCE | JSWENERGY | Mar 2022 | Computed=15.73 | Source=8.59 | Difference=7.14 | Category=FORMULA_DISCREPANCY
ROE | JSWSTEEL | Mar 2013 | Computed=5.44 | Source=11.66 | Difference=6.22 | Category=DATA_SOURCE_ISSUE
ROE | JSWSTEEL | Mar 2014 | Computed=1.90 | Source=11.66 | Difference=9.76 | Category=DATA_SOURCE_ISSUE
ROE | JSWSTEEL | Mar 2016 | Computed=-2.54 | Source=11.66 | Difference=14.20 | Category=DATA_SOURCE_ISSUE
ROCE | JSWSTEEL | Mar 2016 | Computed=7.28 | Source=13.36 | Difference=6.08 | Category=FORMULA_DISCREPANCY
ROCE | JSWSTEEL | Mar 2017 | Computed=18.68 | Source=13.36 | Difference=5.32 | Category=FORMULA_DISCREPANCY
ROE | JSWSTEEL | Mar 2018 | Computed=21.83 | Source=11.66 | Difference=10.17 | Category=DATA_SOURCE_ISSUE
ROCE | JSWSTEEL | Mar 2018 | Computed=21.87 | Source=13.36 | Difference=8.51 | Category=FORMULA_DISCREPANCY
ROE | JSWSTEEL | Mar 2019 | Computed=21.62 | Source=11.66 | Difference=9.96 | Category=DATA_SOURCE_ISSUE
ROCE | JSWSTEEL | Mar 2019 | Computed=23.27 | Source=13.36 | Difference=9.91 | Category=FORMULA_DISCREPANCY
ROE | JSWSTEEL | Mar 2021 | Computed=16.84 | Source=11.66 | Difference=5.18 | Category=DATA_SOURCE_ISSUE
ROCE | JSWSTEEL | Mar 2021 | Computed=18.92 | Source=13.36 | Difference=5.56 | Category=FORMULA_DISCREPANCY
ROE | JSWSTEEL | Mar 2022 | Computed=31.11 | Source=11.66 | Difference=19.45 | Category=DATA_SOURCE_ISSUE
ROCE | JSWSTEEL | Mar 2022 | Computed=29.18 | Source=13.36 | Difference=15.82 | Category=FORMULA_DISCREPANCY
ROE | JSWSTEEL | Mar 2023 | Computed=6.30 | Source=11.66 | Difference=5.36 | Category=DATA_SOURCE_ISSUE
ROE | LICI | Mar 2019 | Computed=324.32 | Source=63.61 | Difference=260.71 | Category=DATA_SOURCE_ISSUE
ROE | LICI | Mar 2020 | Computed=270.46 | Source=63.61 | Difference=206.85 | Category=DATA_SOURCE_ISSUE
ROE | LICI | Mar 2021 | Computed=43.20 | Source=63.61 | Difference=20.41 | Category=DATA_SOURCE_ISSUE
